Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-30 00:00:00-04:00,88.8624145460164,88.9562686422635,86.81636374115193,88.83425903320312,3856300,0.0,0.0
2020-07-31 00:00:00-04:00,88.51515104987037,88.64654822347248,86.56296140180663,87.58598327636719,4088200,0.0,0.0
2020-08-03 00:00:00-04:00,87.57657911511716,88.59960795633856,86.76004071404932,87.79244995117188,2869000,0.0,0.0
2020-08-04 00:00:00-04:00,87.74553630328356,88.0364933264773,86.80698096786529,87.46397399902344,2415100,0.0,0.0
2020-08-05 00:00:00-04:00,88.05527674481893,89.70713643018829,88.0458891848458,89.52880859375,2844900,0.0,0.0
2020-08-06 00:00:00-04:00,89.33168574474398,90.35470749308571,88.67469995779132,90.02621459960938,2698800,0.0,0.0
2020-08-07 00:00:00-04:00,89.43492740750295,93.19853582928926,89.11581491049115,93.067138671875,4690700,0.0,0.0
2020-08-10 00:00:00-04:00,93.3768644566791,96.34270263111986,93.16100074839521,95.37599182128906,5254800,0.0,0.0
2020-08-11 00:00:00-04:00,97.60034815955395,99.20527660868892,96.63363749960196,96.91520690917969,4744000,0.0,0.0
2020-08-12 00:00:00-04:00,98.3230564609743,98.36059953271622,94.49374907060215,95.43230438232422,3407800,0.0,0.0
2020-08-13 00:00:00-04:00,94.35295936409392,95.57308406920794,93.3862485897168,94.24971771240234,3265400,0.0,0.0
2020-08-14 00:00:00-04:00,93.53641713854482,95.06625957711532,93.17037401312164,94.2403335571289,1956500,0.0,0.0
2020-08-17 00:00:00-04:00,93.78043980244003,93.85552594173943,91.45282676902558,91.55606842041016,7488500,0.0,0.0
2020-08-18 00:00:00-04:00,92.15674102704757,92.75741580597423,90.54242487345411,90.73013305664062,3337300,0.0,0.0
2020-08-19 00:00:00-04:00,90.87092403492647,91.89395303741709,89.9980673178178,90.9366226196289,3079600,0.0,0.0
2020-08-20 00:00:00-04:00,89.85728175391674,91.58422721668904,89.80097072772708,90.77706909179688,3102500,0.0,0.0
2020-08-21 00:00:00-04:00,90.56118600798563,91.64991343818569,90.0637529154523,90.24208068847656,2845100,0.0,0.0
2020-08-24 00:00:00-04:00,90.73952684766972,93.26424290043965,90.46734495092501,93.22669982910156,4141100,0.0,0.0
2020-08-25 00:00:00-04:00,94.43742136848152,94.59697402475597,92.00655981682195,92.9638900756836,2946600,0.0,0.0
2020-08-26 00:00:00-04:00,92.50401645644617,93.04838029830559,91.80009991767912,92.35385131835938,2936500,0.0,0.0
2020-08-27 00:00:00-04:00,92.69172411556173,95.86403847510384,92.4758532443042,95.29151916503906,3992100,0.0,0.0
2020-08-28 00:00:00-04:00,95.87340500141913,96.57732132718489,94.55003887188805,96.23944091796875,4382900,0.0,0.0
2020-08-31 00:00:00-04:00,96.57732088379632,96.57732088379632,95.13194517558682,95.34780883789062,4665800,0.0,0.0
2020-09-01 00:00:00-04:00,94.36233253533922,96.46469399719223,94.00568416789322,96.17374420166016,3142500,0.0,0.0
2020-09-02 00:00:00-04:00,96.27700570358928,98.42629822913011,96.00482380360982,97.98517608642578,3536900,0.0,0.0
2020-09-03 00:00:00-04:00,98.52015386943731,102.33068620754027,97.4689693248601,98.04148864746094,6747900,0.0,0.0
2020-09-04 00:00:00-04:00,99.81536486690621,101.62677706642062,98.06027086032921,99.1771469116211,5235100,0.0,0.0
2020-09-08 00:00:00-04:00,98.00394241282523,98.62339234605514,96.95276506277493,97.3000259399414,4517000,0.0,0.0
2020-09-09 00:00:00-04:00,98.14472644553939,98.27612361336656,96.38024507713976,97.40326690673828,2474700,0.0,0.0
2020-09-10 00:00:00-04:00,97.78807619548675,98.65154532819098,96.02358769927288,96.455322265625,3288900,0.0,0.0
2020-09-11 00:00:00-04:00,96.58673194742198,97.46896908384113,95.7420307226727,97.00907897949219,2604400,0.0,0.0
2020-09-14 00:00:00-04:00,98.21980759556594,101.07301639307946,97.81622855471943,100.67881774902344,3620100,0.0,0.0
2020-09-15 00:00:00-04:00,101.21380439385038,101.47660590387193,99.71211728248637,100.12508392333984,3371500,0.0,0.0
