Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-30 00:00:00-04:00,228.9638887695861,233.60840677687906,227.75054404577975,233.2205352783203,20615300,0.0,0.0
2020-07-31 00:00:00-04:00,254.42422820087077,254.45406330387704,247.64143150745372,252.28594970703125,53005100,0.0,0.0
2020-08-03 00:00:00-04:00,251.27148859765842,254.0064840868199,248.9641548398982,250.58526611328125,23124900,0.0,0.0
2020-08-04 00:00:00-04:00,250.1874450152718,251.42068483539606,246.07997411544883,248.46688842773438,17183500,0.0,0.0
2020-08-05 00:00:00-04:00,248.82494196746038,250.89359511048758,246.4181475389332,247.76077270507812,13050100,0.0,0.0
2020-08-06 00:00:00-04:00,247.68121228650327,265.1454163486148,247.31323589060048,263.8326110839844,45241600,0.0,0.0
2020-08-07 00:00:00-04:00,262.63908499685016,277.36830500776915,261.9926376668497,266.9753112792969,72766400,0.0,0.0
2020-08-10 00:00:00-04:00,266.57754246912145,272.36576461835904,258.2730952384226,261.5650329589844,30248800,0.0,0.0
2020-08-11 00:00:00-04:00,258.77037440879593,264.4691217641351,253.7379848071249,254.73252868652344,28238300,0.0,0.0
2020-08-12 00:00:00-04:00,257.5570520952234,262.4601465634631,256.70172850188493,258.4720458984375,21415700,0.0,0.0
2020-08-13 00:00:00-04:00,260.1229340603378,263.7132531722184,258.1537566451161,259.8742980957031,17374000,0.0,0.0
2020-08-14 00:00:00-04:00,260.87877483493963,261.21691607584853,257.26857608046237,259.8146057128906,14792700,0.0,0.0
2020-08-17 00:00:00-04:00,261.06776202833214,262.6590382670998,257.9846700065455,259.7350769042969,13351100,0.0,0.0
2020-08-18 00:00:00-04:00,259.52623020000823,263.7032961658379,257.8454486628186,260.90863037109375,18690400,0.0,0.0
2020-08-19 00:00:00-04:00,259.96382271115937,266.4482374670504,259.92403246020814,261.1572570800781,23291500,0.0,0.0
2020-08-20 00:00:00-04:00,260.0732620375454,268.1589098014239,260.0334717783209,267.54229736328125,20299700,0.0,0.0
2020-08-21 00:00:00-04:00,267.22398799552667,269.0141547751234,264.9663843949918,265.55316162109375,15538600,0.0,0.0
2020-08-24 00:00:00-04:00,269.59100992253883,275.73728365906857,267.30354084655573,269.9092712402344,23685600,0.0,0.0
2020-08-25 00:00:00-04:00,270.92372346116633,281.54544565698416,268.78546001994255,279.287841796875,42127200,0.0,0.0
2020-08-26 00:00:00-04:00,282.45045896866435,303.007694107932,282.45045896866435,302.2518310546875,69015200,0.0,0.0
2020-08-27 00:00:00-04:00,298.52228442362065,299.5864536229766,290.4266829495857,291.6201477050781,30301300,0.0,0.0
2020-08-28 00:00:00-04:00,293.3904549796101,295.6082988368587,289.3923993669517,292.0577697753906,17157400,0.0,0.0
2020-08-31 00:00:00-04:00,292.3461886794062,295.2601949935816,289.9592590619496,291.60028076171875,17345100,0.0,0.0
2020-09-01 00:00:00-04:00,293.102035962497,299.84504265943167,291.11294808315256,293.82806396484375,17295900,0.0,0.0
2020-09-02 00:00:00-04:00,297.2493040555518,301.94355276765776,291.45109576367395,300.84954833984375,24341400,0.0,0.0
2020-09-03 00:00:00-04:00,294.37500913471604,295.97624043247043,282.08246235673175,289.5315856933594,32294100,0.0,0.0
2020-09-04 00:00:00-04:00,285.68270495419233,287.42315659447024,269.6606189942035,281.1873779296875,30333700,0.0,0.0
2020-09-08 00:00:00-04:00,269.7998518793171,277.77608255499916,267.95001490420884,269.6805114746094,24864000,0.0,0.0
2020-09-09 00:00:00-04:00,274.265334645718,276.9605702146289,269.8694680167272,272.2265319824219,22918800,0.0,0.0
2020-09-10 00:00:00-04:00,274.0067243309193,277.63680249851234,265.5729834493062,266.627197265625,24814700,0.0,0.0
2020-09-11 00:00:00-04:00,268.58649215381655,269.90925238448807,261.2069942655825,265.1553039550781,18913900,0.0,0.0
2020-09-14 00:00:00-04:00,269.47170532312464,275.13066303524647,264.2503493932145,264.6978759765625,24093800,0.0,0.0
2020-09-15 00:00:00-04:00,269.1931726887736,273.0221418812901,267.8306222436132,270.9336242675781,18478500,0.0,0.0
