Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-08 00:00:00-04:00,291.9599914550781,298.67999267578125,291.25,297.0,1534100,0.0,0.0
2025-07-09 00:00:00-04:00,298.510009765625,301.6600036621094,291.7699890136719,296.5199890136719,2098000,0.0,0.0
2025-07-10 00:00:00-04:00,296.19000244140625,302.3800048828125,295.1700134277344,300.3699951171875,1925800,0.0,0.0
2025-07-11 00:00:00-04:00,298.2300109863281,299.9100036621094,294.0,295.2699890136719,1619800,0.0,0.0
2025-07-14 00:00:00-04:00,293.8599853515625,297.1400146484375,292.8399963378906,297.0299987792969,1202300,0.0,0.0
2025-07-15 00:00:00-04:00,297.19000244140625,297.5299987792969,291.94000244140625,292.510009765625,1592700,0.0,0.0
2025-07-16 00:00:00-04:00,292.510009765625,299.3399963378906,292.3299865722656,299.0199890136719,1881000,0.0,0.0
2025-07-17 00:00:00-04:00,297.5899963378906,299.95001220703125,296.2799987792969,298.25,1725600,0.0,0.0
2025-07-18 00:00:00-04:00,300.92999267578125,301.0,293.75,294.760009765625,1967700,0.0,0.0
2025-07-21 00:00:00-04:00,294.75,297.0899963378906,293.6000061035156,295.8699951171875,2025100,0.0,0.0
2025-07-22 00:00:00-04:00,296.4599914550781,306.79998779296875,295.8599853515625,305.69000244140625,2520800,0.0,0.0
2025-07-23 00:00:00-04:00,307.80999755859375,309.489990234375,305.989990234375,309.2200012207031,1782700,0.0,0.0
2025-07-24 00:00:00-04:00,309.2300109863281,311.2799987792969,307.3500061035156,308.54998779296875,1531200,0.0,0.0
2025-07-25 00:00:00-04:00,308.5799865722656,309.0299987792969,304.45001220703125,306.5799865722656,1451300,0.0,0.0
2025-07-28 00:00:00-04:00,305.81500244140625,306.0,300.1000061035156,301.2900085449219,1947922,0.0,0.0
