Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-08 00:00:00-04:00,222.8647041255041,225.62999578798238,222.2181337345391,222.48670959472656,2672000,0.0,0.0
2025-07-09 00:00:00-04:00,223.0139006653789,224.4661834338409,220.93496113802047,224.3766632080078,2339400,0.0,0.0
2025-07-10 00:00:00-04:00,223.57094009875647,229.1413203253127,223.31232104850528,226.70428466796875,2417100,0.0,0.0
2025-07-11 00:00:00-04:00,224.38661619209276,225.51064301129963,222.25793803889377,222.9442901611328,1840100,0.0,0.0
2025-07-14 00:00:00-04:00,222.08882690251906,222.99400114501015,218.63718321680557,221.22341918945312,2767000,0.0,0.0
2025-07-15 00:00:00-04:00,221.83020571126886,221.8799442321013,213.77306621257247,213.87252807617188,2947200,0.0,0.0
2025-07-16 00:00:00-04:00,214.35993013221886,215.5038401614665,211.43548132512655,215.45411682128906,3604400,0.0,0.0
2025-07-17 00:00:00-04:00,215.20544666928015,217.87126134268465,214.7080918262063,217.42364501953125,2474000,0.0,0.0
2025-07-18 00:00:00-04:00,218.14978021662156,218.68693195024616,216.40903825488272,218.00057983398438,2399100,0.0,0.0
2025-07-21 00:00:00-04:00,218.86596837883118,221.56163827400135,218.458133769713,219.74131774902344,2904400,0.0,0.0
2025-07-22 00:00:00-04:00,221.47209543325457,226.03782421945075,220.32818541766184,225.62998962402344,2880000,0.0,0.0
2025-07-23 00:00:00-04:00,226.67999267578125,228.99000549316406,225.77000427246094,228.61000061035156,2337000,1.2,0.0
2025-07-24 00:00:00-04:00,228.05999755859375,229.47999572753906,225.50999450683594,225.55999755859375,2083500,0.0,0.0
2025-07-25 00:00:00-04:00,226.5,227.3300018310547,225.08999633789062,226.8000030517578,2053500,0.0,0.0
2025-07-28 00:00:00-04:00,226.75,231.85000610351562,225.5,229.99000549316406,3301995,0.0,0.0
