Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-08 00:00:00-04:00,156.23756633935574,159.70597962329737,156.207667535868,157.27410888671875,2885100,0.0,0.0
2025-07-09 00:00:00-04:00,157.86213366208116,159.02823258273378,155.73922743815825,157.74253845214844,3196400,0.0,0.0
2025-07-10 00:00:00-04:00,158.17109440067279,161.23087025213755,156.53656066869215,158.27076721191406,3491100,0.0,0.0
2025-07-11 00:00:00-04:00,156.79570845718692,157.104672889915,154.19440617062924,154.44357299804688,2267400,0.0,0.0
2025-07-14 00:00:00-04:00,154.71265767072035,156.1777597894717,154.184425228769,155.13125610351562,1986500,0.0,0.0
2025-07-15 00:00:00-04:00,155.73923356216804,156.09803441401124,152.03162982910067,152.35057067871094,3310500,0.0,0.0
2025-07-16 00:00:00-04:00,152.92863490476782,153.4967273649201,150.43696662284168,151.0349578857422,3961900,0.0,0.0
2025-07-17 00:00:00-04:00,149.50009997593662,151.7525626740502,148.92203109774394,149.52999877929688,3575200,0.0,0.0
2025-07-18 00:00:00-04:00,150.0,150.85000610351562,147.58999633789062,148.60000610351562,4723200,0.5,0.0
2025-07-21 00:00:00-04:00,149.2899932861328,150.10000610351562,147.27999877929688,147.3699951171875,2997900,0.0,0.0
2025-07-22 00:00:00-04:00,147.7100067138672,151.30999755859375,147.25,151.19000244140625,4560600,0.0,0.0
2025-07-23 00:00:00-04:00,152.50999450683594,153.83999633789062,151.47999572753906,153.4499969482422,3010700,0.0,0.0
2025-07-24 00:00:00-04:00,153.55999755859375,154.0399932861328,152.22000122070312,152.82000732421875,3320000,0.0,0.0
2025-07-25 00:00:00-04:00,152.3000030517578,153.3699951171875,151.22999572753906,152.1199951171875,3327400,0.0,0.0
2025-07-28 00:00:00-04:00,152.27000427246094,152.47000122070312,150.35000610351562,150.75,1876879,0.0,0.0
